,Text,Label
1312,@DimaSadek ريتو بيقبرك الك مش بس قلبك يا قلبي,0
1313,"RT @Roukayyawehbi: @DimaSadek شو. يعني فارشين
كان لازم تنوأدي لما خلقتي وما بتسري عليك الاية
حرام امك ما فيني سبها",0
1314,@Jessicaazar حبيبتيييي يا جيل الجديد انتي https://t.co/Eg4nA6NyXw,1
1315,"RT @mohamad054394: @NicoleHajal ما سمعنالك صوت وقت مليشيا القوات و الكتائب نزلو و هتفوا حزب الله صهيوني.
تفه",0
1316,@DimaSadek يخرب بيتك ما اجدبك حزب الله بس بدو يبعت بيبعت صاروخ عا نص دين تختك انت وعم تشخري يا هبلة وعا فكرة ما ناسيتك #ديما_الوطية,0
1317,"#تلفزيون_الجديد
كل يوم بقول لا مش معقول بس اليوم تأكدلي أنو أنتو مش حيادين كمان نانسي السبع عم تقول تهريب جد ما الكم رب
#ابواق_الفتنة",1
1318,@DimaSadek اوعك تفكري حالك بدك تزمطي او شي راسك,1
1319,@DimaSadek كمان صايرة تفهمي بل تكتيك يا بنت أم حسين. منك قليلة ولله . حبيتا منك هيدي يا أمية .,0
1320,@yumnafawaz @najwa_tr اه يا عميلة يا خاينة يا بتوع السفارات,0
1321,@DimaSadek يعني تسدي بوزك و ما تحكي شي ما بتفهمي في انت بتفهمي تعملي عشا و تبسطي زعيمك غير هيك ما بتعرفي سدي بوزك بلييييز,0
1322,@yumnafawaz @General_Aoun ما تطلعي لفوق يا سخيفة خليكي بمستواكي تحت، هونيك محلك.,0
1323,@berrynawal مبيضة طناجر درجة اولى,1
1324,@DimaSadek لمن السيد قدم أبنوا ليحمي الوطن وين كنت أنت يا ديما كلن يعني كلن والسيد أشرف منن,1
1325,@yumnafawaz لحمدالله عسلامه ❤️,1
1326,"RT @JurdiWeddo: ثورة و الدني خربانة و الطرقات مقطوعة 
و مواجهات بين الجيش و المتظاهرين 

أيمتى لّحقت نانسي السبع 
تشقر شعاراتها ؟ �

#لبنان…",1
1327,@yumnafawaz ناطرينك.  انزلي شوفيهم عالارض.,1
1328,@ImaneIbrahim1 @yumnafawaz انت من هيدي الامة...سخيفة !!!,0
1329,@DimaSadek يا حقيرة حضري لفيديو منيح الشاب ما ضربا للبنت ونصيحه ما تلعبي مع بيت شمص انتي مش ادون يا حشرة,0
1330,@DimaSadek انت لبنانية وعايشة بلبنان وبتاخدي أخبار بلدك من رويتر يا حيوانة ����,0
1331,@DimaSadek ليش ما بتقنعي يا ست ديما؟ نحن لا نسقط، و لن نسقط تعرفون ذلك و تكابرون ، راهنتم علينا في كل المراحل و نحن أقوى و أقوى و الحمد لله،,1
1332,@rolaj241 @DimaSadek مش مضطرين نتقبل حدا وكرمال هيك فلينا وعلما انا بحبو بس هيك اسلوب غير مقبول. يبلش يحاسب وزراء ونواب الحزب.,1
1333,@yumnafawaz يعطيكم الف عافية يمنى والله يعوض عليكم تعبكم باحقاق الحق #لبنان_ينتفض,1
1334,@NicoleHajal @DimaSadek بكتب اسمك يا بلادي. يا الله شو بلشت افتخر اني لبناني. فقدت هويتي اللي الشباب الأبطال عم يردولي ياها,1
1335,We love you @DimaSadek all the support الك فضل كبير على الثورة #كلنا_ديما_صادق,1
1336,@DimaSadek يعني هدول باعتهم الحزب وانتي ما حدا باعتك ان شاء الله عطوكي مطلبلك ...والله مكشوفين روحي انضبي وحذاء السيد حسن بشرفك وبشرف عيلتك,0
1337,@yumnafawaz كذابة كلن يعني كلن كلكم مرتشين ومنافقين وشذاذي الراي,0
1338,"@DimaSadek انشالله  بيقبرك  الله  يلعنك
وحدة ساقطة",0
1339,@DimaSadek وديما اوسخ منن,0
1340,@DimaSadek خلص يا هبلة ولك خلص شرشحتي حالك خلص ورصاص شو بتحبي تتبهدلي,0
1341,@DimaSadek لك دخيل عينك، الله يحميكي ❤,1
1342,نانسي السبع ليش محموقه هلقد ؟؟؟,1
1343,@yumnafawaz @MariamAlbassam لو شو ما شفتي يا يمنى مش رح ترجعي على الجديد,1
1344,@DimaSadek مش افضل الك تناقشي بدون مسخرة يعني وبن السيد حمل سلاح عل شعب اللبناني اذا بدك تقولي ٧ ايار ف بحب خبرك وا… https://t.co/LXqjmvVbg8,1
1345,@Halima_Tabiaa @Nada_Andraos @DimaSadek انت بدك تعملي نشيد وطني اتعلمي الاخلاق,1
1346,@DimaSadek علم الحزب صار عالمريخ يا هبلة,0
1347,@DimaSadek عبقريّة تفاهتك�,0
1348,@DimaSadek @josephinedeeb ياااعيب الشوم عاهيك ثوار ...هدول زعران ولا يهمك بينوا هني مين ولاد شوارع ...كل التحية لرقيك واحترامك,1
1349,@Jessicaazar شهادة الهم مااعرف وش توجهم لكن من اليوم الاول قبل اي قناة في العالم غطوا الانتفاضه وقطعوا كل برامجهم و… https://t.co/nQ5Qw6SIVm,1
1350,"@DimaSadek افتحي حضنك كل الناس بترجع .
تضربي ما أجحشك مين انتي يا حشرة لحتى تحكي باسم الكل وتقسمي الناس وتحكي باسم الناس .
انضبي يقطع عمرك",0
1351,@DimaSadek انشالله بيقبرك  وماتضلها بنفسك,0
1352,@moeshamseddine @DimaSadek سافرة من بلادي,0
1353,@DimaSadek أهلا و سهلا بطرابلس � ضلي عيديها!,1
1354,@DimaSadek ليش كان عون دايخ او بالحمامحتى جبران تصرف,1
1355,@DimaSadek اخرسي و ما بقى تسمعينا صوتك!!!!,0
1356,"@wass46443840 @DimaSadek شكرا ست ديما على قولك الحقيقة 
لقد انصفت الفيحاء واهلها الطيبين
شكرا والف شكر لك ...
طرابل… https://t.co/mVRuGlnSvl",1
1357,@alimouinjaber @DimaSadek @LbciLebanon خليك انت عند الصهاينة ال سعود وشو بدك ب لبنان �,1
1358,@DimaSadek مافي جديد  ...سخيفة وواطية ..تفه,0
1359,@zainab_elzein @DimaSadek عن جميع الشرفاء,1
1360,"@DimaSadek #ديما_الواطية 
يا ريت بتعرف تحترم حدا .. ما تلوموها .. تربايتها هيك .. هي ما بتحترم إلا ابو محمد الجولان… https://t.co/ZKkPpnPplq",0
1361,@yumnafawaz العمى ما ابشعك ! هلّق عم تستغشمي العالم لبه ما شايفين الحمامات و الشاشات والصوتيات لحقها آلاف الدولارات… https://t.co/fJ9jQzj07N,0
1362,@DimaSadek عنجد انك بلا فهم,0
1363,@DimaSadek واطيه برتبه صهيونيه,0
1364,@DimaSadek انتي اوسخ امرأة شفتا في حياتي روحي نامي احلا ما تسمعي اكثرمن هيك حاكي,0
1365,@berrynawal وين الصباط,1
1366,@DimaSadek إعلامية صادقة انتِ يا ديما@DimaSadek,1
1367,@DimaSadek يقطع عمرك م اهبلك,0
1368,@4zahri @youmna_moussawi @DimaSadek اي بتقبل اذا كانت وسخة متل ديما الواطية,0
1369,"@DimaSadek ساحة ""النور"".. نورت بحريتها كل لبنان وستبقى ساحة للنور",1
1370,@RazanDk @DimaSadek هيدي وقاحة مش جرأة ..تنضب ما بدنا ياها بيناتنا ..لا هي ولا اي مستغل للثورة و متسلق لها,0
1371,@DimaSadek واحدة فاجرة صرناية ميشال عون بتشرف رقبتك,0
1372,"@DimaSadek التحريض على الجيش و قرارات القوى الأمنية مش جرم!!  اذا مش هلق بس يروق الوضع يكون هيدا إخبار واضح لتوقيفِك . 
#ديما_الواطية",0
1373,@yumnafawaz @General_Aoun ما اغلظك و ما اسمجك و ما اتفه سخافاتك,0
1374,@DimaSadek اكيد ما رح يقرب صوب جثتك لانه اكيد رح تكون طالعة ريحتك من قرفك ونجاستك,0
1375,@DimaSadek انشالله بتلف البزقة وبتجي بنص خلقتك يا شرشوحة يللا انضبي انحرق كرتك يا قبيضة السفارات,0
1376,@yumnafawaz انت عار ع الوجه الاعلامي بكل صراحة ولا فيوز,0
1377,"@DimaSadek مادام بلشت تقولي حسن نصرالله بلا سيد...
هيدا الأسلوب بالحكي معروف وين مرجعه وانتي صار معروف وين مرجعك وقديش سعرك
#بس_هيك",1
1378,@yumnafawaz ابكي بترتاحي... مجربة,0
1379,@Jessicaazar وأثبت انو رجل ذو كرامة وأثبت الفرق بين السرَّاق والصادق وبين اللي بيحب وطنو وبين اللي عم يدمِّر وطنو,1
1380,RT @AbbMahdi: @DimaSadek ما في شي اسمو انتصار للثورة الا لما يعلقوك من لسانك بساحة الشهداء #ديما_الواطية,0
1381,@DimaSadek فرجينا وين حتكوني بكرا بمعركة الخندق 2 ��,1
1382,@yumnafawaz يا حبيبتي بما انك هلقد فهمانة وبتعرفي فا لازم تعرفي انه كل الرؤساء باغلبية خطاباتن بتكون مسجّلة يا فهمانة,1
1383,@marc34160594 @DimaSadek انتو هيك ع طول بتفكرو غلط وبالاخير بتندموا .,1
1384,"@yumnafawaz اعجوبة انت
سعدانة تحكي عربي
زمن",0
1385,"@yumnafawaz يا ويلي شو حمارة يا ويلي عم تبدعي بهالثورة
لا بتفهمي بالسياسة ولا لغات ولا معلومات عامة ولا مسلسلات ولا… https://t.co/RgOWaErfWV",0
1386,@DimaSadek تعي على النبطية حتى تشوفي كيف رح تبزق العالم بوجك يا #ديما_الشرشوحة,0
1387,@abou_bakrs2 @DimaSadek #ديما_الواطية هي من الاعلام الفاسد اللي تطبل مع الماشي وأجرتها مش قليلة ومعلمها جعجع و رأسمالها كم الف,0
1388,@elazein5 @DimaSadek صباح الخير https://t.co/6j0XdJoGSA,1
1389,"@Maguuyy @spetsnaz06 #ديما_الواطية 
#ديما_الواطية",0
1390,@berrynawal @SaraAssaf يا حياتي انتي والله زعلتيني عليكي اي خللي ميشال المر يحميكي يا قلبي ��,1
1391,@DimaSadek بتموتي في الشتيمة �,0
1392,@DimaSadek @yumnafawaz لا  ولو كنتي هونيك ما لان معنا خبر هاهاهاها يا شرش حة ما هلكتينا انك هونيك شو عمبت مثلي ديما الواطية بضلك واطية,0
1393,"@DimaSadek لا يا ديما البلد كلو ثورة ضدك وضد زملائك يلي بتضلي عم تتعشي معهم من اصحاب المصارف , حيتان المال والفاسدي… https://t.co/4q4p8XePsv",1
1394,"@NicoleHajal اهم شي تمبسطي اقل سيارة حقا 8000$
هودي شو نازلين يعملو
أاااااااا الطبيب قلن نزلو�",1
1395,@DimaSadek انت خلقتي حمارة وعشتي جحشة ولح تموتي بغلة,0
1396,@DimaSadek صرت تعرفي تحكي يا عاهرة,0
1397,@NicoleHajal هلاء هول أبطال عندكم خيطو بغير هالمسلة نحن الأبطال عنا يلي وقفو على الجبهات بسلاحهم وتصدو للعدو,1
1398,@DimaSadek ما معقول ادي غبية . كيف بتحللي,0
1399,RT @SamerSa78023728: @DimaSadek انتي متعاطفة مع الشعب الفقير ?????,1
1400,@yumnafawaz ساقطة إعلاميا.  انحطاط كامل,0
1401,@yumnafawaz @General_Aoun هو فوق عم يحلق بالكرامة وانت تحت الصرماية يا جرثومة,0
1402,@DimaSadek انتي موتي و كلنا منقبرك بأجرينا ما تخافي بس خلصينا منك و من هل منطق الأعوج اللي عايشي فيه!! لك أكبر الأع… https://t.co/PYRfJuYpQ3,0
1403,@DimaSadek ما ناوي تضبضبي يا سفيهة ما شفت كيف كان جنوب من زمان يا عمياء يا حاقدة يا خسيسة !!!!!,0
1404,@yumnafawaz يلعن حريمك متل الدكر ما عندك مراية ولو لازملك فحص دي ان اي يمكن تكوني شكر ومنك عرفانة,0
1405,@DimaSadek @LBCI_NEWS بس شفتي كيف بكل رواق وهدوء وثقة ضل عم يحكي بتعرفي ليش لأنو بيعرف الي بيعووا ما بيعضوا,1
1406,@DimaSadek من الجنوب ما عم نسمع صواتهن الثورة نسيتهم,1
1407,"@berrynawal تحية لك ولجرأتك
توخي الحذر
الله يحميكِ �❤️�",1
1408,@DimaSadek ليش ما بتحترمي حالك مرة يا حيوانة,0
1409,@berrynawal الله محيي أصلك يا نوال,1
1410,@yumnafawaz ما حدا غيرك وغير لمتلك لشيطنو الثورة! كنّا اول كم يوم ميتين نكون بلبنان وننزل بس هلأ انكشفت كل النوايا… https://t.co/zstb8M0n8U,1
1411,"@DimaSadek حقيرة وكذابة على وزن حلوة وكذابة .....
متعجرفة ....",0
1412,@yumnafawaz ليه يا ناقصة مابتطلبي صور فيديوهات لحواجز القوات والكتائب,0
1413,"@DimaSadek #ديما_الشرشوحة
#الشرشوحة_ديما",0
1414,@HoseinMortada ايه ورسالة نانسي السبع بنقل ما يجري ابشع من الاشكال,1
1415,"@ismail__ismail اذا انت واعي بس نانسي السبع ومحطتها لا زالت تؤجج الفتنة 
وفي نابلس مش بمستواك يعني بينلعب عليهن 
ال… https://t.co/ueQzMqCBYW",1
1416,@DimaSadek موتي عوي قد ما بدك #ديما_الوطية,0
1417,"@DimaSadek شو هل شرشوحة لزبالة انت 
قابرك السيد جايب اجل أمك.
سرمايتو العتيقة انضف من وجك 
�",0
1418,@DimaSadek ديما خفيا شوي شجعيون يفيئو و يجو معنى ما بئى تستفزيون,1
1419,"@DimaSadek ماشالله كلكم طلعتوا ممولين و مرتاحين على وضعكم لكن شو بدكم بهيدي الثورة..
و انتي لحتى ما انساكي يلعن شرفك بكعب صرمايتي..",0
1420,@DimaSadek علم الحزب يا فهمانه ما حطوا لانه عم يحكي وطنيا ومشان ماحدا متلك يعترض. اذا حطوا بتعترضي واذا ما حطوا كمان بتعترضي.,1
1421,@DimaSadek عودة الى الوطن,1
1422,@DimaSadek سدي نيعك يا ديما صادق .,0
1423,@OmarAOkde @alizein21 @DimaSadek واطية شو بدك بالحكي�,0
1424,@DimaSadek موتي يا مريضة بغيظك,0
1425,"@DimaSadek حرية يا عزيزتي
انا حر قول يللي بدي اياه ضمن القوانين
بدك تتحملي اختلاف الرأي",1
1426,@DimaSadek بعدين طلعتي على.  المسرح صار بدك تحديد من اشرف مين لاء ولووو كبراني الخسة كتير,1
1427,@ritachebib41 @DimaSadek يطعمرك انت وياه وتيارو صحي مبروك باي باي عهد ����,0
1428,@DimaSadek @LBCI_NEWS @JeanFeghali كل الحب وكل الاحترام وكل الصدق من تلك الكلمات الناطقة فهي تَهزُّ الجبال بصدقها و… https://t.co/0Jo33VVsTN,1
1429,@DimaSadek هيدي الدوله العفيفه الشريفه متلك يا طاهره,0
1430,@Jessicaazar دخلك انتي تزوجتي كرمال نقلك مبروك؟,1
1431,"@NadimKoteich @DimaSadek ههههههههه
كلك عقل انت وياها 
يا شاطر انت وياها من صبيان السفارات
بمشيكم الريال",1
1432,@raniagmailcom1 @DimaSadek صباح المودة والمحبة صباح الامل,1
1433,@kurdi_fidele @yumnafawaz وبالطبيعي في كبش فدا,1
1434,"@yumnafawaz انت مين بسوقك؟ علفك مين بيدفع حقه
صحافة مأجورة",0
1435,@DimaSadek @washingtonpost @elopezgross #ديما_الواطية شرشوحة السياسيين الفاسدين الناهبين,0
1436,@Leila1H @assia_m @yumnafawaz يخرب ذوقك شو ذكية، ناطرينك بهوليوود,1
1437,"@DimaSadek غشيمة. الظاهر مكنتي مركزي بكلامو منيح.
#سيد_العشق",0
1438,"@DimaSadek ممن ؟؟؟ (اسما كلن) ...ليش عم ترجفي انتي وعم تنزلي التويت ؟ � 
#آه_يا_هبيلة
#ديما_الواطية",0
1439,"ضبّوا بنت الكلب الصهيونية #ديما_الواطية
@DimaSadek",0
1440,"@yumnafawaz @saadhariri لن يحصل يمنى
كوني على ثقة",1
1441,@yumnafawaz انت لو بتضلك بشغلك وبتخففي لعي بيكون أحسن العما على التفاهة,0
1442,@DimaSadek عطيهن من دمك السميك يا عاهرة,0
1443,@yumnafawaz واللي سكر الطريق وكان مع التسكير يسكر شراين قلبو وانتي معوه يمنه الفاشلة والمأجورة سعرك معروف بكم,0
1444,@DimaSadek ولك حاج تدجلي لعما بقلبك شو مسطولة,0
1445,"ما حدا يلوم ديما صادق، لأن إذا ما حكت عن صرماية السيد بتتشردق ب سمها و بتموت
@DimaSadek
#ديما_الواطية",0
1446,@yumnafawaz وانا وأرفع دعوة عليك وعلى قناة الفتنة بالتحريض على قطع الطرق أمام المواطنين اللبنانيين .,1
1447,@berrynawal تستهلي لأنك كلبه,0
1448,@yumnafawaz لو بتعيريناسكوتك. مين أنت تتمسخري عالرئيس   مفكرة حالك مهضومة؟,0
1449,@DimaSadek يعني انو فيديو حدا بيعملو بهالطريقة انو خلص يعني انو ما في سفارات بكل الاحوال رأيكم ونحترمه بس عم تتعبو حالكن,1
1450,@yumnafawaz برافو يمنى.. هذه استراحة محارب,1
1451,@DimaSadek اوقح البشر انت,0
1452,@berrynawal وانتي اكتر اعلامية موضوعية وحيادية بتوصلي رسالتك بكل اماني،منحبك نوال,1
1453,@yumnafawaz احترمي حالك يا حيوانة,0
1454,"@nasiro13182237 @DimaSadek الله يرحم امها كانت معلمة ثانوي
10/10
ممثلة جيدة",1
1455,@DimaSadek شو رأيك تحملي مسطرة وتضربينا ديدي وتعلمينا شو نحكي �، نحنا بنحكي عذوقنا من دون ما تيجينا اوراق مطبوعة من… https://t.co/mlNCaQTJcn,0
1456,@DimaSadek وحده واطيه كيف بدنا نصدقها,0
1457,"@yumnafawaz بس فعلا مظاهرة ضخمة ببعبدا
الاحتفال بدا والحشود لا زالت على الطريق",1
1458,نانسي السبع كركوبة.,0
1459,"@DimaSadek 

ديما كل الاحرار بيحبوكي",1
1460,@DimaSadek يا حقيرة سلاح عن سلاح بيفرق يعني سلاح بيقتل على الهوية وسلاح بدافع عن كل هوية �,0
1461,@yumnafawaz احقر منك ما في يا سعدانة,0
1462,@Jessicaazar كلام منطقي وصحيح السلطةبجميع اركانها عصابة حرمية يتقاسمون قالب. الحلوى سويا.  يسعد. مساك جسيكا، لا ترحمى احدا.,1
1463,@yumnafawaz بتقدري تقري حضرتك بدون ولا غلطة؟,1
1464,@berrynawal أنشالله رصاصة بقالبك,0
1465,@joellebouyounes من شو حضرتك غير مطمئنة؟ ���,1
1466,"@Zaynab1298 @DimaSadek من ريفي مباشر اليكم يا اهل النبطية بصوت ديما الليلة ..
ترقبو غدا نشيد الثورة ديو  فضل شاكر و ديما",1
1467,@yumnafawaz يا عيب الشوم انت خرجك تكوني بزريبة خنازير و تحكي اعلام.وقحة واطية عاهرة اعلامية صرماية كركمة كمخة زبالة حقودة عميا,0
1468,"@DimaSadek حرية تعبير يا شاطرة..
أو هدول الشباب ما بحقلون يعبروا عن رأين",1
1469,@DimaSadek انت كلبة وبتسوي صرماية يا عاهرة يا حيوانة,0
1470,@NicoleHajal ♥️ وانت اعلامية نضيفة,1
1471,@joellebouyounes @adelkaram9 بعد حلقة بيت الكل برهنتي للجميع إنك شخص محترم. الله ومار شربل يحموكي يا أحلى جويل.,1
1472,@DimaSadek نورتي الدار اهلا وسهلا فيكي @ Dimasadek,1
1473,"@DimaSadek @LbciLebanon @LBCI_NEWS @JeanFeghali انتبهي من كتر النفخ
رح يفقعوا خدودك",0
1474,@DimaSadek يا عمي ديما صادق بدها تنشهر و صدقوني لما انتشر هاشتاغ الواطية ديما، ديما كتير كانت مبسوطة انو هي تريند.… https://t.co/J2ZlEEPQrz,0
1475,@yumnafawaz @rayaelhassan بلكي لان واعدي حالا برئاسة حكومه؟!,1
1476,@DimaSadek @LBCI_NEWS انتٍ كتير شاطرة بتييض الوج ☻�☻,1
1477,@DimaSadek شكرا عالصورة الحلوه، اجمل صورة بالتاريخ,1
1478,@DimaSadek بصراحة بلشنا نشك إنك جزء من الثورة كونك دايما بتحرفي الأنظار عن المطلب الحقيقي,1
1479,@NicoleHajal @DimaSadek ماشالله عليك شو غبية.,0
1480,@DimaSadek مبسوطة بالفوضى اللي عم تصير ؟ اللي معو مصاري  وعايش بنعيم وقت اللي بتتأزم بحط حالو بالطيارة وبفل  اللي م… https://t.co/M5Hi45Obuj,1
1481,@rabihdamaj @DimaSadek @FaresHalabi شو بدو يقول غير هيك؟؟ ما شاطرين الا بتخوين العالم، هني الشرفا الوحيدين بالكون,1
1482,@DimaSadek لك احترامي على شجاعتك اتجاه الحرية,1
1483,@ramezelkadi والله أحلى نكتة هي! قلتلي لو كان يعلم! ما عاساس هو مش تابعين للحزب (هيك قالت نانسي السبع، زميلتك ما حد… https://t.co/LJGMT3CFD9,1
1484,@yumnafawaz عقبال القتلة الجاية ههههه,0
1485,"@DimaSadek يا ريت تنشريلنا رقمك
 
لنتسلى عليكي بالتفلون",0
1486,@DimaSadek روحي ضبي حالك  تاريخك معروف شو ومين يلي عم يخليك تعوي عوي بمطرح تاني يا زبالي,0
1487,@DimaSadek #ديما_الوطية هيدا انتصار يا غشيمة فلننتظر,0
1488,@DimaSadek ما تنسي أنك شرشوحة كمان يا حمالة الحطب  والله ما تضلك تنبحي متل الكلبة مش رح يلكشك بصباتة ويجيب اسمك على تمه لو بتموتي ������,0
1489,@DimaSadek كل يوم إثبات جديد على مصداقيتك...,1
1490,@goemardo وبرافووو نانسي السبع,1
1491,@NicoleHajal هاي لقينا قائدة للثورة,1
1492,@DimaSadek انقعي حفاض رجال كبير بالسن عاملها تحته! مرتين باليوم الصبح على الريق وقبل النوم وبتتحسن حالتك يا تشي غيفارا يا ثورجية انت!,0
1493,"@yumnafawaz ليكو أم نص لسان عم تتطاول على الرئيس.
روحي انضبي يا تافهة.",0
1494,"@DimaSadek الله يقويكي 
Dima
هذه أنفس مريضة وعلاجها صعب",1
1495,@DimaSadek هههههه ابكي بترتاحي يا بايب وحيضل شوكة بعينك انقبري روحي انضبي يا  #واطية,0
1496,@DimaSadek عندما يكون الخطاب حزبوي يضع علم حزب الله وعندما يكون وطني يضع علم لبنان يا مثقفة يا متعلمة يا عاهرة الاعلام,0
1497,@abirmmmm @DimaSadek شيلي علم لبنان وحطي صورة زعيمك يلي جوعك أشرفلك ، أنا لبناني حر ولست تابع لأحد.,1
1498,@DimaSadek اهلا وسهلا فيكي بطرابلس,1
1499,@ANTOUN2222 @DimaSadek @EddeRoger معاشنا بخلص بنص الشهر..ونازلين ليتظاهرو لأن ما في مصاري وما في شغل..وآخر شي بقولو… https://t.co/90di0nqxHA,1
1500,@DimaSadek منرجع منقلك بتنقبري بتقولي سماحة السيد,0
1501,"@yumnafawaz انت اعرفي قولي جملة واحدة بلا ما تقرطي الأحرف بلسانك،
ارجعي قولي ع غيرك اذا فيه يقول خطاب او لأ.
ألقى خ… https://t.co/Pb3lkIVnB2",1
1502,@NicoleHajal @LbciLebanon يعطيكي الف عافية.. وصلت,1
1503,@DimaSadek من طرابلس الكرامة و الشرف من ساحة الشرف ساحة النور الف تحية  لك ديما صادق @DimaSadek و الى ثوار بيروت في… https://t.co/ztkz2dRzRC,1
1504,@NicoleHajal انتبهي لحالك روح قلبي نيقول,1
1505,@yumnafawaz @4zahri من وين معلوماتك تانت يمنى ؟,1
1506,@SouhadElias @yumnafawaz @dianamoukalled شوفيلي دخلك هيدا من القوات � https://t.co/WpBoVhwbFD,1
1507,@bayan2sy @DimaSadek لا حبي هيك مكتوب مو لانو جاي عبالنا صفيحة�,1
1508,@berrynawal هوي اقل شي البزقه بوجك والصباط ضيعانو فيكي ولازم ينعمل حلي لهي البنات المشلفة بكفي بقا,0
1509,@Abbass_hodroj @DimaSadek @washingtonpost @elopezgross هي وحده عميله صغيرة بتروح دعوسة,0
1510,@Jessicaazar ست جسيكا فيكي تخبرينا كيف كان ترشيحك للمجلس النيابة وبأي لائحة ... يعني ما تحكي بكسر حواجز الطائفية .ب… https://t.co/L5WiHgfvKR,1
1511,"@CharlyTweetin ����
الليلة بدّي احضر @yumnafawaz عم تحلل المظاهرات بفيلم Argo يللي مثل فيه جيمس دين وجيرارد دوبارديو",1
1512,@DimaSadek ذكاء فادح ديعانك بهل بلد,1
1513,@DimaSadek الجماعة ما عندن شي غير المسبات افلاسهن ما رح يرهبنا واكيد ما رح يرهبك,1
1514,"@DimaSadek خبريني شو عملتي بحالك بش لحتى تغيرتي 
@yumnafawaz https://t.co/FOwkOg42lv",1
1515,@ballootsindyan @DimaSadek عيب تحكو ع يلي سرق البلد,1
1516,@DimaSadek اي روحي رقصيلن,0
1517,@joellebouyounes @adelkaram9 انت كمان بتفرضي الاحترام، وليه بيسترجي بعد الوقفات الجريئة بين المعتصمين الوقحين يللي كنت قدهم,1
1518,@joellebouyounes بطلة وخليكي هيك وما يهمك حدا ،العدرا معك,1
1519,@DimaSadek دمدوم يا ريت حضرتي ماتش برشلونة كنت غيرتي جو شوي بعد جو الثورة.,1
1520,@DimaSadek انتي متاكدة انك ما نجحتي بالواسطة ؟,0
1521,"@yumnafawaz @berrynawal منحب نعرف مشروعك
كونك عبقرية ومن قيادة الثورة
وما كتبت الكلمة التانية لقيادة بتعرفيها
احسن… https://t.co/H40UuSQvX7",1
1522,@yumnafawaz @saadhariri طيب عالقليلة تزبط معك شي خبرية وحدة شي يوم! https://t.co/65dP6fON2A,1
1523,@DimaSadek واطية وطرشا كمان � #ديما_الواطية,0
1524,@joellebouyounes الله يحميها من ولاد الحرام وهولا معروفين الخوات اكيد اكيد اكيد,1
1525,RT @HananeKhalife: تحية تقدير للاعلامية نانسي السبع لموقفها الوطني في اشكال رياض الصلح.,1
1526,@DimaSadek حلمك ما رح يتحقق يا خاينة,0
1527,@DimaSadek يا ريتك كنتي بالنبطية كان على بالي تجي شي عصاية على راسك لترتاح العالم من قرفك ��,0
1528,RT @P_khaledkhoder: @baselhajar34 @DimaSadek ديما صادق وجه التفائل  #كلنا_ديما_صادق,1
1529,@DimaSadek ألف تحية لك ولهذه الثورة المجيدة كلن يعني كلن وأنتي اشرف منن افضحي أفعالهم لم يعد لديهم شيئ ليقولونه سوى… https://t.co/kw05BjNtCf,1
1530,@samarabukhalil لن اقول للاسف بعدما اعتبرت لمدة عشرين عام ان الجديد المنبر الإعلامي الحر الاول والاخير على الساحة ا… https://t.co/GsQERIrke2,1
1531,@DimaSadek العمى بقلبك شو عا.......  شسع نعل سماحته اشرف من راسك يا #ديما_الساقطة,0
1532,@DimaSadek وحشة ما بينخاف عليكِ,1
1533,@DimaSadek سكري حلقك وخرسي ��,0
1534,@DimaSadek وهيدي بتنعش ذاكرتك اكثر يا #ديما_الواطيه,0
1535,@DimaSadek تلحسي بعضك هلا صار الحريري هو سبب الخراب في لبنان مهو مش عارف الله وين حاطه,0
1536,@DimaSadek ديما .... انتي مشكلك مع جبران باسيل ...او بتقولي كلن يعني كلن ...و نبيه بري واحد منن ؟؟,1
1537,@Jessicaazar انت يا وسخة عم تحكي؟ بخري تمك قبل ما تجيبي سيرة رئيس الجمهورية على لسانك يا وسخة رَوحي انضبي احسنلك,0
1538,"@NicoleHajal @LbciLebanon شكرا 
تقرير ممتاز، من القلب والروح
لا بد أن يعزل المتاجرون ببضاعة الطائفية ومحازيبها
ليتح… https://t.co/u09R6jA9ra",1
1539,@berrynawal يقطع عمرك شو حمارة,0
1540,@DimaSadek مش الشعب يا دابة هيدا معلمك الاميركي يا واطية بعدو هيدا صرمايتو على راسك يا بنت الحرام,0
1541,"RT @Salam39748397: @DimaSadek #السيد_نصر_الله_ثقتنا 
من دمشق الياسمين وعاصمة أسد العرين وقلب العروبة النابض تحية لشعب المقاومة و سيد الوعد…",1
1542,"@Jessicaazar كلي خرا ما تجيلي سيرة رءيس الجمهورية يا 
كلبة مسعورة
يلعن شكلك وشكل معلمك مشكلتك سعرك وطي ما بقى بتجيبي سعر",0
1543,"@yumnafawaz أحسنت قائدة الثوره 
اللهم ثورة تنقذ وطن",1
1544,@NicoleHajal صحفية فاشلة,0
1545,@Jessicaazar قناعك سقط,1
1546,"@yumnafawaz يلّي معتبري حالك اعلامية 
هيدول مديرية مخابرات الجيش الللبناني 
لابسين جولايات عليها مديرية المخابرات… https://t.co/QNRLaJ5d8H",1
1547,@DimaSadek يلعن شكلك ما ابشعك,0
1548,@HassaniehL @DimaSadek ولا مرة استعملت مسبة او كلمة نابية، انا عم دافع عنا لانا #راقية. ومع انو مشدايماً بوافقها عل… https://t.co/Jh1C8QuqSa,1
